n03743016,n01968897,n02085936,n03791053,n02089867,n03733805,n03788195,n03733131,n07742313,n01944390,n01950731,n03792782,n01945685,n02071294,n03786901,n03787032,n03467068,n03763968,n01943899,n03770439,n01955084,n03764736,n03452741,n02074367,n03724870,n02089078,n02066245,n01883070,n03781244,n03769881,n03785016,n03476991,n03733281,n03476684,n03788365,n03782006,n02085782,n03773504,n07717556,n03742115,n02089973,n03814639,n02085620,n02077923,n03729826,n03761084,n01882714,n02088632,n03721384,n03770679
n03743016,n01855032,n03804744,n02087394,n02096051,n04522168,n03527444,n02112350,n02112706,n03785016,n09472597,n01917289,n01847000,n02088364,n02086910,n02777292,n02085782,n02325366,n02206856,n01877812,n01914609,n02481823,n02125311,n02128925,n01740131,n03967562,n03733281,n03535780,n03496892,n04258138,n02058221,n03666591,n01910747,n01776313,n01820546,n01739381,n02226429,n01729322,n02087046,n04200800,n02791124,n04604644,n03961711,n01796340,n02051845,n03617480,n07718747,n07753592,n04209239,n01737021
n03743016,n02640242,n03476684,n03527444,n02236044,n02346627,n04606251,n01693334,n03692522,n01774384,n07753113,n04270147,n03476991,n02087394,n01768244,n03461385,n02837789,n03259280,n02206856,n02190166,n07892512,n03788365,n07697537,n06596364,n03255030,n01740131,n01729977,n03529860,n02870880,n02783161,n03871628,n02794156,n09472597,n02786058,n04482393,n03891251,n01855032,n03786901,n07873807,n01943899,n02259212,n02443484,n03447447,n03598930,n03777754,n02807133,n03372029,n02089973,n02910353,n02361337
n03743016,n02086646,n02017213,n04228054,n04372370,n02109961,n02107142,n04149813,n09399592,n03658185,n03452741,n09835506,n04589890,n02865351,n04399382,n02113978,n02096177,n02783161,n03944341,n01729977,n07717410,n04548280,n03937543,n04443257,n02134084,n01739381,n02281406,n01601694,n02169497,n09468604,n02105412,n02097474,n01943899,n04584207,n04201297,n07930864,n02804414,n02091831,n03673027,n02391049,n10565667,n03706229,n03444034,n03782006,n04590129,n01742172,n02102040,n04552348,n02480855,n02834397
n07734744,n07860988,n02085620,n07697313,n03476684,n07768694,n03452741,n01770081,n09421951,n03590841,n03599486,n03602883,n07754684,n07697537,n03450230,n03476991,n03782006,n03461385,n07720875,n07753113,n07749582,n10565667,n03467068,n02077923,n07695742,n07747607,n07717410,n02777292,n02085782,n07760859,n07718747,n07614500,n07836838,n07745940,n07684084,n02071294,n07615774,n03459775,n07831146,n03594734,n02066245,n03457902,n07742313,n07693725,n07730033,n03980874,n02074367,n07717556,n07718472,n07802026
n07734744,n01685808,n03447721,n10565667,n04192698,n04505470,n07836838,n02086910,n12985857,n03598930,n03958227,n02058221,n04238763,n01692333,n07697537,n02422106,n02497673,n02108089,n03452741,n02356798,n01740131,n02071294,n01677366,n02281787,n02442845,n02090379,n02971356,n02095889,n03544143,n03895866,n02111277,n02974003,n03970156,n04252077,n04252225,n02841315,n04239074,n02256656,n03450230,n02777292,n01667778,n04209133,n01689811,n02100877,n03995372,n02206856,n07718472,n04522168,n01667114,n02892201
n07734744,n03788365,n02113023,n04398044,n02033041,n02101388,n04356056,n07873807,n02086240,n01669191,n03018349,n02363005,n03535780,n01773157,n02786058,n03594734,n03891251,n03131574,n02787622,n03584254,n11939491,n01664065,n07720875,n04310018,n03706229,n02108089,n03042490,n02442845,n01677366,n04536866,n03782006,n03761084,n09428293,n01698640,n04505470,n02112137,n02110627,n02102973,n04380533,n04264628,n02988304,n03773504,n01675722,n03481172,n03977966,n07718472,n03337140,n03026506,n03478589,n02106166
n07734744,n03089624,n02640242,n01685808,n03782006,n02089078,n07920052,n03527444,n01669191,n02948072,n09229709,n04033995,n03124043,n03633091,n03180011,n01910747,n02137549,n02655020,n02364673,n02108089,n02804414,n03733281,n02823428,n04344873,n02114548,n01622779,n04067472,n04251144,n03218198,n02930766,n01784675,n04330267,n12768682,n03924679,n02704792,n03400231,n02012849,n01675722,n03590841,n03998194,n03485794,n02363005,n03075370,n02111129,n02106166,n03595614,n02437616,n04536866,n02843684,n04008634
n01740131,n01729322,n03594734,n02089867,n03459775,n03476991,n03444034,n03617480,n02088632,n03443371,n01739381,n03891251,n02090721,n01734418,n01742172,n02090379,n03478589,n02088466,n01737021,n03476684,n03388549,n03602883,n01744401,n03447721,n03425413,n01698640,n03595614,n03594945,n02089078,n03445777,n03447447,n03467068,n02090622,n03461385,n02089973,n03590841,n01735189,n03457902,n01729977,n03599486,n01704323,n01728572,n03598930,n02088364,n01695060,n01697457,n03450230,n03445924,n03452741,n01748264
n01740131,n01770081,n01755581,n02791270,n07614500,n04209133,n02088632,n09193705,n03691459,n02992211,n03445924,n01729322,n01677366,n03773504,n01694178,n07760859,n03982430,n02128757,n04560804,n03417042,n04522168,n09428293,n01739381,n04258138,n04208210,n03775071,n03450230,n04462240,n07873807,n07613480,n02109047,n03467068,n03742115,n02108915,n03494278,n01692333,n04509417,n07880968,n02090379,n03976657,n04540053,n03584829,n01728572,n01806567,n09421951,n02206856,n02259212,n04251144,n02111129,n07753592
