,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,1.1108859,2.2159848,0.74522823,0.5100157,0.90082985,0.77038056
1,0.8177495,2.1243985,0.8149364,0.52129865,0.92778003,0.78594357
2,0.8123892,2.1680963,0.81701773,0.51232076,0.92895496,0.77931774
3,0.8788563,2.125241,0.7962046,0.5199502,0.92863035,0.78772867
4,0.812018,1.858473,0.77836305,0.5728206,0.95948136,0.81009394
5,0.77316153,2.1374605,0.78932357,0.5216888,0.9453953,0.7844662
6,0.8827125,2.0705733,0.80073804,0.5337453,0.9298893,0.7964584
7,0.7235567,2.0617223,0.8236755,0.5263847,0.9428808,0.7946401
8,0.9364568,2.0444698,0.7804979,0.5348913,0.9257261,0.79405606
9,0.89515907,2.08958,0.778143,0.5260676,0.9301561,0.7911099
