n03000247,n04554684,n04238763,n03355925,n04332243,n02992211,n04550184,n03000684,n04542943,n04553703,n02992529,n04251144,n04209239,n02988304,n04235860,n04310018,n04208210,n01682714,n04557648,n04326547,n04311004,n04536866,n04311174,n03016953,n03376595,n03388043,n02109961,n04252225,n04548362,n04548280,n04252077,n03388183,n04254777,n04228054,n03372029,n03000134,n04328186,n03379051,n04243546,n04552348,n04254680,n04330267,n04325704,n02999410,n04317175,n03384352,n04229816,n03014705,n04239074,n04254120
n03000247,n02408429,n03216828,n02256656,n02108089,n04258138,n04069434,n02437312,n03970156,n04332243,n02802426,n02356798,n04380533,n02120505,n02231487,n04371774,n04264628,n02110958,n02114548,n02268853,n04254680,n04540053,n04418357,n02817516,n02927161,n01669191,n02096051,n02095889,n04515003,n02442845,n03967562,n04486054,n04371430,n03045698,n02815834,n02108915,n04347754,n02108422,n02417914,n04235860,n04136333,n04548280,n01693334,n02277742,n04266014,n02106662,n01677366,n02117135,n03062245,n02980441
n03000247,n02190166,n04371430,n03216828,n01629819,n02361337,n04311174,n02115641,n02859443,n02398521,n01558993,n01692333,n03891251,n04540053,n04049303,n04201297,n02096294,n01675722,n03131574,n02168699,n04505470,n02643566,n04465501,n04507155,n03924679,n04252077,n02397096,n02389026,n04482393,n01687978,n03249569,n02730930,n04389033,n03884397,n02865351,n03355925,n04154565,n09246464,n04147183,n03595614,n03938244,n02794156,n02422699,n02088632,n04485082,n02769748,n04270147,n04525038,n04209133,n01580077
n03000247,n04579145,n03775546,n07730033,n04591713,n02277742,n07754684,n02963159,n03459775,n02087394,n02090379,n02494079,n02102177,n02123159,n01945685,n02128385,n03950228,n02115913,n01534433,n02488291,n02279972,n03344393,n03372029,n01806567,n04086273,n02669723,n04116512,n01687978,n04235860,n03538406,n01882714,n01532829,n01773797,n01675722,n02096294,n03445777,n02509815,n02093428,n03970156,n02883205,n01644900,n01692333,n02102973,n03995372,n01514859,n02966193,n03483316,n02105505,n01983481,n03642806
n02172182,n02408429,n02124075,n02123159,n02129165,n02129604,n02229544,n02346627,n02174001,n02361337,n02325366,n02364673,n02128757,n02123394,n02281787,n02134418,n02319095,n02167151,n02120079,n02117135,n02137549,n02317335,n02363005,n02165456,n02134084,n02206856,n02125311,n02328150,n02165105,n02177972,n02219486,n02226429,n02342885,n02116738,n02321529,n02356798,n02168699,n02119789,n02120505,n02128385,n02119022,n02115913,n02127052,n02326432,n02123045,n02133161,n02123597,n02138441,n02190166,n02169497
n02172182,n03457902,n02123597,n02403003,n02110627,n02123159,n02106030,n02423022,n02950826,n04263257,n02279972,n03494278,n02105855,n02859443,n03476991,n02841315,n02105056,n02951585,n02804414,n02795169,n02791270,n02259212,n04243546,n03388549,n02110341,n03272010,n03355925,n04228054,n02112137,n02090721,n04372370,n02106166,n02837789,n02500267,n02437616,n02134084,n02102177,n02097130,n02808440,n02814860,n02497673,n02111500,n02108551,n02107312,n03673027,n02264363,n02106382,n02123045,n02090379,n03063599
n02172182,n03457902,n04389033,n01945685,n03602883,n02099267,n02917067,n04423845,n02480495,n02137549,n02093647,n02799071,n02971356,n02097047,n09472597,n02788148,n01806143,n03014705,n02088238,n02325366,n02107574,n02105251,n01873310,n04493381,n03658185,n02280649,n04009552,n02437616,n02526121,n02804610,n02490219,n02097658,n02795169,n01806567,n02708093,n03290653,n03272010,n04532670,n02233338,n03781244,n03594734,n03733131,n02279972,n02950826,n07717556,n02096294,n03649909,n02804414,n02110185,n02704792
n02172182,n02500267,n04612504,n02672831,n03666591,n12267677,n03673027,n02114712,n02536864,n03942813,n02504458,n02797295,n02415577,n07583066,n02106550,n03825788,n02480855,n01872401,n02277742,n07565083,n02950826,n03000247,n03980874,n02690373,n02443114,n03706229,n07697313,n02395406,n02095314,n03457902,n03788195,n03450230,n02879718,n01828970,n02100735,n01843065,n04099969,n03400231,n04008634,n03485407,n04350905,n03047690,n02091467,n07695742,n03770439,n02108551,n02088632,n02107312,n02104029,n04507155
n02793495,n02643566,n02504013,n02981792,n02804414,n02825657,n02979186,n02977058,n02791270,n02951358,n02930766,n02974003,n02747177,n02483362,n02509815,n02927161,n02504458,n02777292,n02802426,n02817516,n02769748,n02666196,n02676566,n02916936,n02835271,n02493793,n02807133,n02823428,n02655020,n02988304,n02950826,n02510455,n02815834,n02497673,n02500267,n02948072,n02749479,n02978881,n02823750,n02799071,n02814860,n02795169,n02687172,n02794156,n02727426,n02917067,n02797295,n02834397,n02641379,n02494079
n02793495,n02493793,n02747177,n02256656,n01675722,n02444819,n02951585,n02106662,n04162706,n02690373,n02389026,n02412080,n04258138,n04525305,n02415577,n04557648,n02834397,n02640242,n02097658,n02859443,n02114712,n04179913,n02229544,n04325704,n02667093,n02808304,n02804414,n02950826,n02749479,n02910353,n02776631,n02788148,n02790996,n03384352,n02488291,n02321529,n02666196,n02860847,n02095570,n02939185,n02423022,n02110806,n02112350,n02259212,n02807133,n02397096,n04209239,n02093991,n02233338,n04310018
