,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,0.99629235,2.1241841,0.7604481,0.5250343000000001,0.9155536,0.78040814
1,0.8364096,2.1892602,0.8028111,0.50771517,0.9355104999999999,0.78118247
2,0.86700207,2.0498543000000002,0.8020833,0.5364981,0.9291666999999999,0.7974388000000001
3,0.7107099,2.1398580000000003,0.8327153,0.5169719,0.9447878000000001,0.7916439000000001
4,0.8182483,2.139714,0.8004935999999999,0.52411205,0.93870836,0.78226036
5,0.645642,2.1429708,0.85228217,0.51717293,0.9539419,0.7839311999999999
6,0.90659225,2.2032712,0.79716194,0.5063697,0.9173623,0.77991796
7,0.8062749,2.1131036,0.79844004,0.5220951,0.9310345,0.7872581999999999
8,0.8694407,1.9065323,0.7690129,0.5628414,0.95064723,0.80620986
9,0.8278071,2.0639381,0.78185564,0.5339969,0.9410309000000001,0.7940541
10,0.71643704,2.1238672999999997,0.8282955,0.5225925,0.9433249,0.7891661
11,0.9006028,2.1272902,0.7669298000000001,0.52276844,0.9281263000000001,0.7888546999999999
12,0.7899096999999999,2.02078,0.7672905,0.5433595,0.9556549999999999,0.7961336999999999
13,0.83976454,2.1667914,0.799511,0.51747334,0.9348003,0.7787655
14,0.9319835999999999,2.0389369999999998,0.7751137,0.5318536,0.92021495,0.7953469
15,0.8006709,2.1440252999999996,0.8206091,0.5176371,0.9299124,0.787112
16,0.9233787,1.9959337,0.77047145,0.54567873,0.93341607,0.8004147
17,0.7998858,2.1189169999999997,0.8079281,0.5211286,0.9370658000000002,0.79281956
18,0.7825773,2.0399356,0.8108559000000001,0.5343237,0.9415449,0.796632
19,0.8499871999999999,2.192797,0.81144506,0.51013994,0.9374228000000001,0.78307754
