path,wnid,file
n04591157/ILSVRC2012_val_00000106.JPEG,n04591157,ILSVRC2012_val_00000106.JPEG
n04591157/ILSVRC2012_val_00000285.JPEG,n04591157,ILSVRC2012_val_00000285.JPEG
n04591157/ILSVRC2012_val_00001181.JPEG,n04591157,ILSVRC2012_val_00001181.JPEG
n04591157/ILSVRC2012_val_00001655.JPEG,n04591157,ILSVRC2012_val_00001655.JPEG
n04591157/ILSVRC2012_val_00004158.JPEG,n04591157,ILSVRC2012_val_00004158.JPEG
n04591157/ILSVRC2012_val_00004616.JPEG,n04591157,ILSVRC2012_val_00004616.JPEG
n04591157/ILSVRC2012_val_00004858.JPEG,n04591157,ILSVRC2012_val_00004858.JPEG
n04591157/ILSVRC2012_val_00005426.JPEG,n04591157,ILSVRC2012_val_00005426.JPEG
n04591157/ILSVRC2012_val_00005652.JPEG,n04591157,ILSVRC2012_val_00005652.JPEG
n04591157/ILSVRC2012_val_00005796.JPEG,n04591157,ILSVRC2012_val_00005796.JPEG
n04591157/ILSVRC2012_val_00006138.JPEG,n04591157,ILSVRC2012_val_00006138.JPEG
n04591157/ILSVRC2012_val_00006154.JPEG,n04591157,ILSVRC2012_val_00006154.JPEG
n04591157/ILSVRC2012_val_00006438.JPEG,n04591157,ILSVRC2012_val_00006438.JPEG
n04591157/ILSVRC2012_val_00007764.JPEG,n04591157,ILSVRC2012_val_00007764.JPEG
n04591157/ILSVRC2012_val_00008047.JPEG,n04591157,ILSVRC2012_val_00008047.JPEG
n04591157/ILSVRC2012_val_00009248.JPEG,n04591157,ILSVRC2012_val_00009248.JPEG
n04591157/ILSVRC2012_val_00009550.JPEG,n04591157,ILSVRC2012_val_00009550.JPEG
n04591157/ILSVRC2012_val_00009629.JPEG,n04591157,ILSVRC2012_val_00009629.JPEG
n04591157/ILSVRC2012_val_00010783.JPEG,n04591157,ILSVRC2012_val_00010783.JPEG
n04591157/ILSVRC2012_val_00010905.JPEG,n04591157,ILSVRC2012_val_00010905.JPEG
n04591157/ILSVRC2012_val_00011466.JPEG,n04591157,ILSVRC2012_val_00011466.JPEG
n04591157/ILSVRC2012_val_00011733.JPEG,n04591157,ILSVRC2012_val_00011733.JPEG
n04591157/ILSVRC2012_val_00011761.JPEG,n04591157,ILSVRC2012_val_00011761.JPEG
n04591157/ILSVRC2012_val_00012084.JPEG,n04591157,ILSVRC2012_val_00012084.JPEG
n04591157/ILSVRC2012_val_00013769.JPEG,n04591157,ILSVRC2012_val_00013769.JPEG
