n04380533,n04542943,n04409515,n04372370,n04509417,n04515003,n04532106,n04465501,n04505470,n04548280,n04370456,n04536866,n04389033,n04404412,n04482393,n04442312,n04447861,n04462240,n02106550,n04517823,n04376876,n04428191,n04355933,n03075370,n04501370,n04525038,n04540053,n04355338,n04532670,n04458633,n04507155,n04435653,n04366367,n04423845,n02106662,n04456115,n04367480,n04371430,n04398044,n04417672,n04418357,n04429376,n04357314,n04525305,n04356056,n04523525,n04443257,n04392985,n04371774,n04399382
n04380533,n04550184,n04296562,n04070727,n03216828,n01682714,n02441942,n03075370,n04263257,n03141823,n02105641,n04398044,n04277352,n03063599,n04435653,n02787622,n02116738,n02444819,n02802426,n03976657,n02992211,n04443257,n03187595,n04243546,n02123597,n04311004,n04317175,n04366367,n04192698,n02095314,n02111129,n04285008,n03384352,n02494079,n01675722,n02130308,n02114367,n02815834,n02106166,n02128757,n02422699,n03314780,n04146614,n04264628,n04509417,n02389026,n03344393,n04275548,n01688243,n04252225
n04380533,n03032252,n01580077,n03250847,n03218198,n02100877,n01770081,n02963159,n02280649,n02169497,n04423845,n02106030,n03133878,n04266014,n02415577,n07720875,n02951585,n03450230,n04120489,n02114712,n03271574,n02099712,n03871628,n04523525,n02165456,n02231487,n02123597,n04296562,n02835271,n02108915,n07614500,n04376876,n03372029,n02236044,n02504458,n03127747,n02486261,n03290653,n04065272,n02442845,n02454379,n04344873,n02481823,n03125729,n03594734,n04336792,n03063689,n04487394,n02870880,n03187595
n04380533,n01980166,n02843684,n02749479,n01694178,n01518878,n02730930,n03598930,n04376876,n04590129,n02823750,n01592084,n01774384,n02120505,n02666196,n02328150,n03595614,n04501370,n02089973,n03843555,n02231487,n04346328,n02834397,n04485082,n01828970,n09428293,n01807496,n02093256,n03903868,n02488702,n02094433,n02169497,n02102040,n02086240,n02701002,n03676483,n02102480,n02114855,n02883205,n03476991,n01622779,n03661043,n01924916,n02006656,n02391049,n03874599,n04270147,n02999410,n04372370,n02088364
n04111531,n04141076,n04120489,n01695060,n01675722,n04152593,n04131690,n04141327,n01667778,n04099969,n04273569,n04141975,n01669191,n04270147,n04133789,n04285008,n04125021,n04317175,n04310018,n04229816,n04153751,n04286575,n04311004,n04209239,n04116512,n04277352,n04118776,n01667114,n04127249,n02910353,n04311174,n04090263,n04209133,n04228054,n04118538,n04330267,n04275548,n04208210,n04154565,n04328186,n01685808,n04525038,n04149813,n01677366,n04136333,n04086273,n04146614,n04536866,n01682714,n04296562
n04111531,n03041632,n04553703,n03125729,n02389026,n03956157,n02823428,n02423022,n02099849,n02481823,n02672831,n02892201,n02099601,n02114855,n01632458,n03314780,n02099712,n04090263,n02437616,n04330267,n03980874,n04366367,n04208210,n04264628,n03938244,n02361337,n04367480,n04392985,n04482393,n04371430,n02105855,n01644373,n04398044,n04515003,n01664065,n02106662,n01695060,n04404412,n02493793,n04560804,n02115641,n04517823,n03706229,n04507155,n02190166,n02111277,n02123597,n04548362,n02927161,n02094433
n04111531,n02110063,n02672831,n02640242,n03476684,n02099429,n02096177,n03014705,n02077923,n04270147,n04380533,n04090263,n02123394,n04357314,n02105505,n03018349,n04209239,n03000247,n02123045,n02110958,n04326547,n03216828,n04120489,n02092339,n04154565,n02894605,n03924679,n04265275,n02110185,n02102973,n02088632,n02132136,n03452741,n01514668,n03271574,n01498041,n07745940,n04532106,n04461696,n03944341,n04467665,n04376876,n04479046,n02410509,n03297495,n02134084,n02101556,n02109047,n04263257,n02111500
n04111531,n02132136,n02114712,n01873310,n01734418,n03450230,n04330267,n02814860,n03733131,n04270147,n02321529,n01872401,n02119789,n02437312,n02279972,n07836838,n02422699,n03272010,n09256479,n04596742,n03662601,n04127249,n03216828,n01755581,n03887697,n01494475,n04461696,n04482393,n07720875,n04251144,n01644373,n03977966,n04192698,n03976657,n01537544,n07920052,n04235860,n02009912,n13052670,n02190166,n02097047,n12998815,n02091134,n03196217,n03777754,n02443484,n12144580,n02114855,n02492660,n02051845
n02727426,n02797295,n02747177,n02692877,n02782093,n02835271,n02817516,n02795169,n02730930,n02493793,n02802426,n02483362,n02777292,n02510455,n02704792,n02643566,n02776631,n02494079,n02769748,n02484975,n02488702,n02487347,n02504458,n02493509,n02483708,n02749479,n02823750,n02708093,n02823428,n02488291,n02699494,n02690373,n02834397,n02676566,n02500267,n02791270,n02701002,n02497673,n02799071,n02841315,n02793495,n02492660,n02641379,n02825657,n02687172,n02509815,n02486410,n02486261,n02794156,n02892201
n02727426,n04270147,n02443114,n01688243,n04239074,n04204238,n02120079,n02415577,n02111277,n02777292,n02966193,n02814533,n02783161,n02105412,n02895154,n02690373,n02676566,n04525305,n02107312,n04243546,n02493793,n04229816,n02916936,n02607072,n02504013,n02114712,n07717410,n04208210,n02172182,n02112706,n04540053,n02791270,n03958227,n02101006,n04238763,n02095570,n01677366,n02233338,n07718472,n02444819,n02106382,n04201297,n02096051,n02977058,n04330267,n02102973,n01697457,n02666196,n02116738,n02107683
n02727426,n02870880,n01644373,n02389026,n04259630,n02106382,n04525038,n10565667,n02102973,n03388183,n02859443,n04479046,n01692333,n04461696,n02840245,n02776631,n02206856,n02085620,n02782093,n02137549,n03956157,n02417914,n02481823,n02276258,n04606251,n03594945,n02071294,n03447721,n02361337,n02098105,n04532106,n04067472,n02123394,n02114548,n02133161,n03187595,n02088466,n02281406,n02093754,n04550184,n02264363,n07716358,n04522168,n02134418,n03325584,n04328186,n02892201,n04493381,n02981792,n02977058
n02727426,n03018349,n04005630,n01784675,n01737021,n07711569,n01770081,n03478589,n03297495,n01871265,n04229816,n03930630,n02119789,n03216828,n03124170,n02002724,n01514859,n02823428,n03961711,n04147183,n02447366,n02113624,n02607072,n04336792,n02018207,n03792972,n01632458,n07717410,n02423022,n03788365,n03929855,n03637318,n02536864,n13133613,n02319095,n02277742,n02129165,n03623198,n03976657,n03908714,n02097298,n02093991,n02910353,n13040303,n04525305,n02443484,n04069434,n02971356,n02749479,n02095889
n02509815,n02971356,n02823428,n02917067,n02666196,n02676566,n02835271,n02747177,n02966193,n02794156,n02951358,n02930766,n02834397,n02966687,n02504013,n02977058,n02950826,n02777292,n02823750,n02504458,n02825657,n02807133,n02497673,n02802426,n02795169,n02979186,n02815834,n02951585,n02927161,n02988304,n02814860,n02817516,n02510455,n02799071,n02978881,n02948072,n02494079,n02974003,n02965783,n02655020,n02727426,n02791270,n02493793,n02981792,n02963159,n02804414,n02687172,n02500267,n02643566,n02793495
n02509815,n04192698,n01667114,n04254777,n02117135,n02687172,n02791270,n03980874,n04398044,n02966687,n04482393,n02808440,n02328150,n07742313,n03457902,n04525305,n02783161,n02951358,n02264363,n02963159,n07720875,n02116738,n02233338,n03977966,n04251144,n02672831,n04332243,n02107574,n03372029,n04325704,n01665541,n04204347,n02906734,n03967562,n02106166,n02666196,n03452741,n02776631,n04235860,n02130308,n02108089,n04371774,n03970156,n02704792,n04505470,n02172182,n02730930,n01675722,n02119022,n02966193
n02509815,n02097130,n02074367,n02807133,n03014705,n02514041,n04254120,n02445715,n04335435,n03388549,n03344393,n02328150,n04147183,n04485082,n03992509,n02106550,n07716906,n03478589,n04525305,n02804610,n03379051,n01689811,n02981792,n02536864,n02843684,n01537544,n03791053,n04371430,n04447861,n02128757,n04336792,n02114712,n04317175,n02412080,n04356056,n02749479,n03995372,n04192698,n02927161,n02229544,n07753592,n02965783,n03980874,n02095314,n03724870,n01641577,n02090721,n02966687,n02841315,n02444819
n02509815,n01669191,n04033901,n03047690,n04461696,n02504458,n01978455,n07720875,n04548362,n03956157,n02174001,n02112350,n02672831,n04462240,n03942813,n04086273,n03874293,n02364673,n02480855,n02988304,n04141327,n03781244,n01698640,n02091134,n01693334,n03133878,n02101388,n02095570,n04263257,n04125021,n04277352,n09835506,n01914609,n04179913,n02219486,n04208210,n01770081,n04238763,n07614500,n02276258,n02910353,n01910747,n09468604,n01978287,n02128385,n01514859,n03482405,n03899768,n03929660,n07697313
n04065272,n04330267,n01693334,n01688243,n04229816,n04204238,n04204347,n04209239,n04179913,n01667114,n04074963,n04120489,n01685808,n01695060,n04208210,n02107574,n04270147,n04081281,n01677366,n04310018,n01667778,n04067472,n01675722,n02108000,n04228054,n04238763,n01689811,n04201297,n04350905,n04154565,n01665541,n02106662,n02107683,n01692333,n04086273,n04273569,n04296562,n01664065,n04200800,n02107142,n04192698,n01669191,n01682714,n04070727,n04162706,n04235860,n01687978,n04069434,n01537544,n01694178
n04065272,n04429376,n02727426,n04557648,n02787622,n02910353,n01601694,n02730930,n01687978,n02894605,n01664065,n02510455,n02117135,n04141327,n02361337,n04550184,n04074963,n04465501,n02841315,n04487394,n02444819,n02497673,n01514859,n02100236,n02107574,n04152593,n02481823,n04485082,n04264628,n02835271,n03187595,n02799071,n04435653,n02108000,n04532670,n02094114,n02114712,n04461696,n04192698,n02111889,n01614925,n04067472,n02099429,n02108422,n04399382,n01629819,n02422699,n04515003,n02095889,n04356056
n04065272,n07590611,n01729322,n01443537,n02259212,n01608432,n02727426,n01592084,n04311004,n03127925,n01740131,n04487081,n02100735,n02514041,n04201297,n04525305,n04522168,n06785654,n03384352,n04141076,n02443484,n04310018,n03110669,n04523525,n03709823,n02100236,n04372370,n02988304,n04553703,n02231487,n03160309,n04356056,n02865351,n04152593,n03314780,n02104365,n02917067,n02051845,n04507155,n02807133,n03888257,n02488291,n02437312,n02177972,n07697313,n03691459,n03372029,n03995372,n02127052,n04476259
n04065272,n03187595,n04548280,n03733281,n03666591,n04009552,n13052670,n04428191,n03126707,n07583066,n03482405,n01983481,n03733805,n02808440,n03388549,n02326432,n02325366,n04201297,n04392985,n07590611,n01944390,n02892201,n03899768,n01774384,n02281406,n02097298,n02100236,n07831146,n02097130,n01667114,n02793495,n02236044,n02090379,n02090622,n02494079,n03496892,n03133878,n03788365,n09399592,n02481823,n02107142,n02096051,n04599235,n04275548,n04266014,n07753275,n03662601,n02056570,n04125021,n02112018
